Company,Job Description,Job Posted,Job Title,Job_Link,Location
Mosaic Community Services,"
Must possess a valid Maryland Driver’s License and have a current driving record with less than (3) point’s on it at the time of hire....",10 hours ago,Service Coordinator/Counselor I (BAP114 ),http://www.indeed.com/rc/clk?jk=27edfdba22e79a1d&fccid=398bc8f04aaa6468,"Rosedale, MD"
Breakthru Beverage Group,"
The Customer Care Specialist is responsible for providing world class service in a leading edge call center environment by processing incoming orders and...",23 days ago,Customer Care Specialist,http://www.indeed.com/rc/clk?jk=1e1f0db6d3419396&fccid=9bc3c047640fb100,"Linthicum, MD"
Morgan State University,"
A resume, a completed Morgan State University Employment Application, (which should include salary requirements and references)....",7 days ago,RESEARCH ASSOCIATE,http://www.indeed.com/rc/clk?jk=ca1d3e3ce8b6d1ec&fccid=4142d9bce5fc6f27,"Baltimore, MD"
HighPoint Global,"
The Service Desk support and infrastructure which provides a single point of contact for help desk requests and entails a broader scope of services than a...",19 hours ago,Support Administrator,http://www.indeed.com/rc/clk?jk=d28701ad41475c63&fccid=1b05e62c93141661,"Baltimore, MD"
Northwest Hospital,"
Must have valid Driver's License, Respirator certified. OSHA 10 certification preferred. Entry level knowledge;...",10 days ago,Construction Laborer,http://www.indeed.com/rc/clk?jk=85815f854ebf418b&fccid=97950578a3963a6d,"Randallstown, MD"
ABIS Solutions,"
Is a Service-Disabled Veteran Owned (SDVO) Professional Services and Field Solutions company that provides temporary and project staffing solutions....",11 days ago,Information Technology Technician,http://www.indeed.com/rc/clk?jk=1b34908bf17ed434&fccid=4b002f182321bcd9,"Baltimore, MD"
ACA Talent / Human Capital Management,"
Required license or certification:. Auto and cell allowances. Annual Income - The conservative national average for your first year’s earnings is $60K-$70K - _...",10 days ago,Custom (Luxury) Sales Representative,http://www.indeed.com/cmp/Sales-Representative/jobs/Custom-Sales-Representative-efd5206e7318e757?r=1&fccid=ab82c932246fb832,"Baltimore, MD"
Empowering Minds Resource Center,"
Bachelor's degree in a human services area and a minimum two years experience working in the mental health field and/or alcohol and drug treatment field is...",18 hours ago,Full Time - Direct Service Coordinator,http://www.indeed.com/rc/clk?jk=a98275469f7b496b&fccid=f0bd91e8336bb352,"Baltimore, MD"
Correct Care Solutions,"
Receive and direct all incoming calls on a multi extension telephone. Bring messages to the appropriate desk....",28 days ago,Administrative Assistant,http://www.indeed.com/rc/clk?jk=03e2e6233a0b2f9c&fccid=806ed0dbecd29f70,"Towson, MD"
Danfoss,"
Danfoss Cooling, Refrigeration and Air Conditioning (RAC) develop the technologies of today and tomorrow in Food Retail, Air Conditioning, Industrial and...",23 days ago,Customer Service/Warranty Administrator - Part-Time (20 hours),http://www.indeed.com/rc/clk?jk=97a4674481c2ceb6&fccid=86990856f142974f,"Baltimore, MD"
Reliance Fire Protection Inc,"
Is a full-service fire protection contractor with complete design, installation, inspection, testing and maintenance capability that has been in business for...",1 day ago,Sales Representative,http://www.indeed.com/rc/clk?jk=5a58f0ea328c7ae5&fccid=b8c4608a30ca17d9,"Baltimore, MD"
T. Rowe Price,"
This requires participation in Portfolio Specialist quarterly calls and other means of communication in order to keep abreast of strategy/vehicle developments...",1 day ago,RFP Specialist,http://www.indeed.com/rc/clk?jk=5e46338e73f431b3&fccid=65c89b6d6455eedf,"Baltimore, MD"
ClearOne Advantage,"
Receiving in-bound calls and applications from potential clients thought SEM, SEO and PPC marketing resources....",6 days ago,Sales Associate / Entry Level (1pm - 10pm),http://www.indeed.com/cmp/ClearOne-Advantage/jobs/Sales-Associate-9f75bee093f61814?r=1&fccid=608881bfe9482df9,
"Quality Systems, Inc.","
Primary responsibility is to answer the patient inquiry phone calls and retrieve and respond to messages from patients or clients....",13 days ago,"Customer Service Rep, PMT Queue - (Hunt Valley, MD)",http://www.indeed.com/rc/clk?jk=ef4cd7252fab5de7&fccid=3605f8d18c0e9693,"Hunt Valley, MD"
"BrightStar Care - Columbia, MD","
Communicate with employees and field staff regularly to establish rapport, gauge morale, and source new candidate leads....",3 days ago,Home Care Recruiter (Columbia),http://www.indeed.com/rc/clk?jk=3ced590aa0ccd418&fccid=9af2a2f119b02b78,"Columbia, MD"
Holiday Inn Express Baltimore Downtown,"
Conducts property site tours and outside sales calls as needed to create a trusting relationship with clients. Maximizes guest room and/or meeting space revenue...",10 days ago,Sales Manager,http://www.indeed.com/cmp/Holiday-Inn-Express-Baltimore-Downtown/jobs/Sales-Manager-f9e301fe8a2bd72a?r=1&fccid=a81e4577a849a2f8,
Levindale Hebrew Geriatric Center and Hospital,"
Maryland Registered Nurse License; Requires knowledge of a specialized field. American Heart Association CPR Certification....",20 days ago,Utilization Coordinator,http://www.indeed.com/rc/clk?jk=76d44bd470aaf9d5&fccid=97950578a3963a6d,"Baltimore, MD"
"Personal Genome Diagnostics, Inc.","
Maintains applicant and employee activity in accordance with State and Federal requirements.Provides for day-to-day employee relations, maintaining positive...",13 hours ago,HR Manager,http://www.indeed.com/rc/clk?jk=f30f1a141cc01cf5&fccid=888a567cb5b8eec9,
Correct Care Solutions,"
Receive and direct all incoming calls on a multi extension telephone. Bring messages to the appropriate desk....",28 days ago,Administrative Assistant,http://www.indeed.com/rc/clk?jk=03e2e6233a0b2f9c&fccid=806ed0dbecd29f70,"Towson, MD"
Danfoss,"
Danfoss Cooling, Refrigeration and Air Conditioning (RAC) develop the technologies of today and tomorrow in Food Retail, Air Conditioning, Industrial and...",23 days ago,Customer Service/Warranty Administrator - Part-Time (20 hours),http://www.indeed.com/rc/clk?jk=97a4674481c2ceb6&fccid=86990856f142974f,"Baltimore, MD"
Reliance Fire Protection Inc,"
Is a full-service fire protection contractor with complete design, installation, inspection, testing and maintenance capability that has been in business for...",1 day ago,Sales Representative,http://www.indeed.com/rc/clk?jk=5a58f0ea328c7ae5&fccid=b8c4608a30ca17d9,"Baltimore, MD"
T. Rowe Price,"
This requires participation in Portfolio Specialist quarterly calls and other means of communication in order to keep abreast of strategy/vehicle developments...",1 day ago,RFP Specialist,http://www.indeed.com/rc/clk?jk=5e46338e73f431b3&fccid=65c89b6d6455eedf,"Baltimore, MD"
ClearOne Advantage,"
Receiving in-bound calls and applications from potential clients thought SEM, SEO and PPC marketing resources....",6 days ago,Sales Associate / Entry Level (1pm - 10pm),http://www.indeed.com/company/ClearOne-Advantage/jobs/Sales-Associate-9f75bee093f61814?r=1&fccid=608881bfe9482df9,
"Quality Systems, Inc.","
Primary responsibility is to answer the patient inquiry phone calls and retrieve and respond to messages from patients or clients....",13 days ago,"Customer Service Rep, PMT Queue - (Hunt Valley, MD)",http://www.indeed.com/rc/clk?jk=ef4cd7252fab5de7&fccid=3605f8d18c0e9693,"Hunt Valley, MD"
"BrightStar Care - Columbia, MD","
Communicate with employees and field staff regularly to establish rapport, gauge morale, and source new candidate leads....",3 days ago,Home Care Recruiter (Columbia),http://www.indeed.com/rc/clk?jk=3ced590aa0ccd418&fccid=9af2a2f119b02b78,"Columbia, MD"
Holiday Inn Express Baltimore Downtown,"
Conducts property site tours and outside sales calls as needed to create a trusting relationship with clients. Maximizes guest room and/or meeting space revenue...",10 days ago,Sales Manager,http://www.indeed.com/company/Holiday-Inn-Express-Baltimore-Downtown/jobs/Sales-Manager-f9e301fe8a2bd72a?r=1&fccid=a81e4577a849a2f8,
Levindale Hebrew Geriatric Center and Hospital,"
Maryland Registered Nurse License; Requires knowledge of a specialized field. American Heart Association CPR Certification....",20 days ago,Utilization Coordinator,http://www.indeed.com/rc/clk?jk=76d44bd470aaf9d5&fccid=97950578a3963a6d,"Baltimore, MD"
"Personal Genome Diagnostics, Inc.","
Maintains applicant and employee activity in accordance with State and Federal requirements.Provides for day-to-day employee relations, maintaining positive...",13 hours ago,HR Manager,http://www.indeed.com/rc/clk?jk=f30f1a141cc01cf5&fccid=888a567cb5b8eec9,
ServiceSource Inc.,"
Answering inquiries that require reading and understanding what the beneficiary (sender) is asking for. Process correspondence according to Document Processing...",16 days ago,General Clerk II,http://www.indeed.com/rc/clk?jk=65d08c57f7e58bba&fccid=782d658061e55c2e,"Baltimore, MD"
Johns Hopkins University,"
Equipment purchase, maintenance/service calls, negotiate cost, and. Bachelor's degree in Biology, Chemistry, or related field;...",10 days ago,Laboratory Manager,http://www.indeed.com/rc/clk?jk=0cc57e8b540c12e7&fccid=f34acbd24dd4fcb0,"Baltimore, MD"
Mosaic Community Services,"
Must possess a valid Maryland Driver’s License and have a current driving record with less than (3) point’s on it at the time of hire....",10 hours ago,Service Coordinator/Counselor I (BAP114 ),http://www.indeed.com/rc/clk?jk=27edfdba22e79a1d&fccid=398bc8f04aaa6468,"Rosedale, MD"
Breakthru Beverage Group,"
The Customer Care Specialist is responsible for providing world class service in a leading edge call center environment by processing incoming orders and...",23 days ago,Customer Care Specialist,http://www.indeed.com/rc/clk?jk=1e1f0db6d3419396&fccid=9bc3c047640fb100,"Linthicum, MD"
Morgan State University,"
A resume, a completed Morgan State University Employment Application, (which should include salary requirements and references)....",7 days ago,RESEARCH ASSOCIATE,http://www.indeed.com/rc/clk?jk=ca1d3e3ce8b6d1ec&fccid=4142d9bce5fc6f27,"Baltimore, MD"
HighPoint Global,"
The Service Desk support and infrastructure which provides a single point of contact for help desk requests and entails a broader scope of services than a...",19 hours ago,Support Administrator,http://www.indeed.com/rc/clk?jk=d28701ad41475c63&fccid=1b05e62c93141661,"Baltimore, MD"
Northwest Hospital,"
Must have valid Driver's License, Respirator certified. OSHA 10 certification preferred. Entry level knowledge;...",10 days ago,Construction Laborer,http://www.indeed.com/rc/clk?jk=85815f854ebf418b&fccid=97950578a3963a6d,"Randallstown, MD"
ABIS Solutions,"
Is a Service-Disabled Veteran Owned (SDVO) Professional Services and Field Solutions company that provides temporary and project staffing solutions....",11 days ago,Information Technology Technician,http://www.indeed.com/rc/clk?jk=1b34908bf17ed434&fccid=4b002f182321bcd9,"Baltimore, MD"
ACA Talent / Human Capital Management,"
Required license or certification:. Auto and cell allowances. Annual Income - The conservative national average for your first year’s earnings is $60K-$70K - _...",10 days ago,Custom (Luxury) Sales Representative,http://www.indeed.com/cmp/Sales-Representative/jobs/Custom-Sales-Representative-efd5206e7318e757?r=1&fccid=ab82c932246fb832,"Baltimore, MD"
Empowering Minds Resource Center,"
Bachelor's degree in a human services area and a minimum two years experience working in the mental health field and/or alcohol and drug treatment field is...",18 hours ago,Full Time - Direct Service Coordinator,http://www.indeed.com/rc/clk?jk=a98275469f7b496b&fccid=f0bd91e8336bb352,"Baltimore, MD"
Correct Care Solutions,"
Receive and direct all incoming calls on a multi extension telephone. Bring messages to the appropriate desk....",28 days ago,Administrative Assistant,http://www.indeed.com/rc/clk?jk=03e2e6233a0b2f9c&fccid=806ed0dbecd29f70,"Towson, MD"
Danfoss,"
Danfoss Cooling, Refrigeration and Air Conditioning (RAC) develop the technologies of today and tomorrow in Food Retail, Air Conditioning, Industrial and...",23 days ago,Customer Service/Warranty Administrator - Part-Time (20 hours),http://www.indeed.com/rc/clk?jk=97a4674481c2ceb6&fccid=86990856f142974f,"Baltimore, MD"
Reliance Fire Protection Inc,"
Is a full-service fire protection contractor with complete design, installation, inspection, testing and maintenance capability that has been in business for...",1 day ago,Sales Representative,http://www.indeed.com/rc/clk?jk=5a58f0ea328c7ae5&fccid=b8c4608a30ca17d9,"Baltimore, MD"
T. Rowe Price,"
This requires participation in Portfolio Specialist quarterly calls and other means of communication in order to keep abreast of strategy/vehicle developments...",1 day ago,RFP Specialist,http://www.indeed.com/rc/clk?jk=5e46338e73f431b3&fccid=65c89b6d6455eedf,"Baltimore, MD"
ClearOne Advantage,"
Receiving in-bound calls and applications from potential clients thought SEM, SEO and PPC marketing resources....",6 days ago,Sales Associate / Entry Level (1pm - 10pm),http://www.indeed.com/cmp/ClearOne-Advantage/jobs/Sales-Associate-9f75bee093f61814?r=1&fccid=608881bfe9482df9,
"Quality Systems, Inc.","
Primary responsibility is to answer the patient inquiry phone calls and retrieve and respond to messages from patients or clients....",13 days ago,"Customer Service Rep, PMT Queue - (Hunt Valley, MD)",http://www.indeed.com/rc/clk?jk=ef4cd7252fab5de7&fccid=3605f8d18c0e9693,"Hunt Valley, MD"
